Community Area,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
name,Rogers Park,West Ridge,Uptown,Lincoln Square,North Center,Lake View,Lincoln Park,Near North Side,Edison Park,Norwood Park,Jefferson Park,Forest Glen,North Park,Albany Park,Portage Park,Irving Park,Dunning,Montclare,Belmont Cragin,Hermosa,Avondale,Logan Square,Humboldt Park,West Town,Austin,West Garfield Park,East Garfield Park,Near West Side,North Lawndale,South Lawndale,Lower West Side,Loop,Near South Side,Armour Square,Douglas,Oakland,Fuller Park,Grand Boulevard,Kenwood,Washington Park,Hyde Park,Woodlawn,South Shore,Chatham,Avalon Park,South Chicago,Burnside,Calumet Heights,Roseland,Pullman,South Deering,East Side,West Pullman,Riverdale,Hegewisch,Garfield Ridge,Archer Heights,Brighton Park,McKinley Park,Bridgeport,New City,West Elsdon,Gage Park,Clearing,West Lawn,Chicago Lawn,West Englewood,Englewood,Greater Grand Crossing,Ashburn,Auburn Gresham,Beverly,Washington Heights,Mount Greenwood,Morgan Park,O'Hare,Edgewater
